developer,release_year,item_count,porcentaje_free
loiste interactive,2016,2,0.0
loju,2017,1,0.0
lokator studio,2016,1,0.0
lokator studio,2017,2,50.0
lone hero studios,2016,3,0.0
lonely dev,2017,1,0.0
lonely troops,2006,2,50.0
lonely troops,2008,2,0.0
lonely troops,2009,1,0.0
lonely troops,2010,1,0.0
lonely troops,2012,1,0.0
lonely troops,2015,1,0.0
lonely troops,2018,1,100.0
loneminded,2017,1,0.0
long division llc,2015,1,0.0
long division llc,2017,1,0.0
longarm interactive,2017,1,0.0
longyou game,2017,2,50.0
longbow games,2012,1,0.0
longbow games,2014,4,25.0
longbow games,2015,1,0.0
longbow games,2017,1,0.0
"longsword studios, inc.",2016,1,0.0
lookatmygame,2015,1,0.0
looking glass studios,1996,1,0.0
looking glass studios,1998,1,0.0
looking glass studios,2000,1,0.0
"looking glass studios,nightdive studios",2015,1,0.0
loomus games,2015,1,0.0
loopgames,2017,1,0.0
loophole interactive,2017,1,0.0
looterkings,2016,1,100.0
looterkings,2017,1,0.0
lorag games,2016,1,0.0
lord,2017,1,0.0
lord bytesworth,2015,1,0.0
lord eglathia,2015,1,0.0
lord kres,2015,2,50.0
lord puggington games,2015,1,0.0
lord rutsah,2016,1,0.0
lord_loej,2016,2,50.0
loren lemcke,2015,1,0.0
lorenzo bellincampi,2017,1,0.0
lorraine studio,2017,1,0.0
los exaltados,2017,1,0.0
lose,2017,1,100.0
lost astronaut,2017,1,0.0
lost astronaut studios,2015,1,0.0
lost decade games,2014,1,0.0
lost decade games,2016,2,0.0
lost mountain,2016,1,0.0
lost spell,2015,1,0.0
lost the game studios,2016,1,0.0
lost in pixels,2017,1,0.0
lost the game studios,2017,1,0.0
lost-ride studios,2017,1,100.0
lostwood,2016,2,50.0
lotte|eod,2017,1,0.0
lotus games,2017,1,0.0
"loud king studios, llc",2017,1,0.0
loudpak studios,2015,1,0.0
love conquers all games,2012,2,0.0
love conquers all games,2013,2,0.0
love conquers all games,2016,1,0.0
love conquers all games,2017,1,0.0
lovepurple,2017,1,0.0
low magic studios,2017,1,0.0
lozange lab,2017,1,0.0
lugus studios,2015,2,0.0
luandun games pte. ltd.,2016,1,0.0
lubiterum,2016,2,0.0
"luc bernard,silverspherestudios",2008,1,0.0
lucas molina,2015,1,0.0
"lucas molina,morvan",2015,1,0.0
lucas parise,2016,1,0.0
lucas parise,2017,2,0.0
lucas pope and keiko ishizaka,2009,1,100.0
lucas wilde,2016,1,100.0
lucasarts,1989,1,0.0
lucasarts,1990,1,0.0
lucasarts,1992,1,0.0
lucasarts,1993,1,0.0
lucasarts,1995,2,0.0
lucasarts,1997,2,0.0
lucasarts,1998,1,0.0
lucasarts,2002,1,0.0
lucasarts,2005,1,0.0
lucasarts,2009,2,0.0
"lucasarts,aspyr studios",2009,1,0.0
"lucasgame,joshua eden whorton",2015,1,0.0
lucascubestudios,2017,1,0.0
lucasfilm games,1987,1,0.0
lucasfim,1994,1,0.0
luciano cargiolli,2017,1,0.0
lucid games ltd,2014,2,0.0
"lucid games,aspyr (mac &amp; linux)",2014,1,0.0
lucky brograms,2016,1,0.0
lucky frame,2013,2,0.0
lucky frame,2014,1,0.0
lucky pause,2015,1,0.0
ludax174,2016,1,0.0
"ludeme games,sirlin games",2014,1,0.0
luden.io,2018,1,100.0
ludeon studios,2016,2,0.0
ludi dorici,2017,1,0.0
ludo land,2016,1,0.0
ludo land,2017,1,0.0
ludochip,2013,1,0.0
"ludometrics, ltd.",2016,1,0.0
ludomo gamestudio,2015,1,0.0
ludomotion,2015,1,0.0
ludomotion,2017,4,75.0
ludosity,2010,1,0.0
ludosity,2013,2,0.0
ludosity,2014,2,0.0
ludosity,2016,2,0.0
ludosity,2017,2,0.0
"ludosity,remar games",2013,1,0.0
"ludosity,remar games",2014,1,100.0
ludovic lafferayrie,2017,1,0.0
ludus studio,2016,1,0.0
ludvig larsson,2016,1,0.0
"luetso, llc",2017,1,0.0
luis eduardo guedes martins,2017,1,100.0
luis ruiz,2015,1,0.0
lukas jaeckel,2014,1,0.0
lukas jaeckel,2017,1,0.0
lukas navratil,2015,1,0.0
lukas rustemeyer,2016,1,0.0
lukayson,2017,1,0.0
luke cripps,2016,2,0.0
luke cripps,2017,2,0.0
luke dodds,2016,1,0.0
luke godfrey,2015,1,0.0
luke o'connor,2016,1,0.0
luke vincent,2017,1,0.0
lukewarm media,2012,2,0.0
lukewarm media,2013,8,0.0
"lukáš osouch,petr čermák",2017,1,0.0
lumak software,2017,1,0.0
lumenox ehf,2015,1,0.0
lumenox ehf,2017,1,0.0
luminark,2017,1,0.0
luminy studios,2015,1,100.0
"lump of sugar,hikari field",2016,1,0.0
lunacy interactive,2017,1,0.0
lunagames,2015,1,0.0
lunar collapse,2017,1,0.0
lunar giant,2010,1,0.0
lunar giant,2011,1,0.0
lunar giant,2012,1,100.0
lunar labs,2015,1,0.0
lunarcore games,2016,2,0.0
lunarcore games,2017,1,0.0
lunarcore games,2018,1,0.0
"lunarcore games,challudym",2017,1,0.0
lunarpixel,2017,1,0.0
lunarhellgames,2017,2,0.0
lunarhellgames,2018,1,0.0
lunatic pixels,2016,1,0.0
lunchbox edu,2017,1,0.0
"lunchtime studios, llc",2017,1,0.0
lunisky studio,2016,2,0.0
luo zhi en,2017,1,0.0
luotsi entertainment,2017,1,0.0
lupan artiom oleg,2016,1,0.0
lupiesoft,2015,2,0.0
lupiesoft,2017,1,0.0
lushboy studios,2017,1,0.0
lusorion creatives,2017,1,0.0
lutegames,2017,1,0.0
lux caput (andrey m),2017,1,0.0
luxorix games,2017,2,0.0
léo-games,2016,1,100.0
léo-games,2017,1,0.0
m&amp;h soft,2017,1,0.0
m. hanka,2016,3,0.0
m. hanka,2017,2,0.0
m.bonkov,2016,1,0.0
m.j.h.x. studio,2017,1,0.0
"m2 co.,ltd",2015,2,0.0
"m2 co.,ltd",2016,2,0.0
m2h,2015,1,0.0
m2h,2016,1,0.0
m2h,2017,1,0.0
"m2h,blackmill games",2015,1,0.0
"m2h,blackmill games",2017,1,0.0
mabmanz,2016,1,0.0
madia entertainment,2001,1,0.0
madia entertainment,2004,1,0.0
mages. inc.,2015,3,0.0
mages. inc.,2016,3,0.0
mages. inc.,2017,1,0.0
"mages. inc.,5pb",2017,1,0.0
"mages. inc.,5pb.",2017,2,0.0
"mages. inc.,5pb.,experience inc.",2017,6,0.0
"mages. inc.,tachyon inc.,",2017,2,0.0
magic spell studios,2016,1,0.0
"magic spell studios,james zolyak",2016,1,100.0
magics,2015,4,25.0
magix software gmbh,2014,1,100.0
magix software gmbh,2015,5,20.0
magix software gmbh,2016,7,0.0
magix software gmbh,2017,16,0.0
mash virtual,2017,1,100.0
matre,2017,2,0.0
mc2,2002,1,0.0
mc2,2004,1,0.0
mdksound,2015,1,0.0
mdna games,2014,1,0.0
mdna games,2015,2,50.0
mdickie,2017,2,100.0
mech'at,2017,1,0.0
megafuzz,2014,1,0.0
mfafb games llc,2017,1,0.0
mgp,2017,1,0.0
mgp studios,2015,1,0.0
mgp studios,2016,1,0.0
mgp studios,2018,1,100.0
ming-chien lee,2017,1,100.0
mk-ultra games,2015,1,0.0
mklab,2015,1,0.0
mlb.com,2015,1,0.0
mlb.com,2016,1,0.0
mmeu,2016,1,0.0
mnb,2017,1,0.0
mokkograd,2017,1,0.0
monkey wrench studio inc.,2017,1,0.0
moonstone,2015,2,50.0
mp game studios,2018,1,0.0
"mpr art hallucinations,david szymanski",2016,1,100.0
"mpr art hallucinations,roger levy",2015,1,0.0
"mpr art hallucinations,roger levy",2016,1,100.0
mps labs,1992,1,0.0
mps labs,1994,1,0.0
mr-software gbr,2013,1,0.0
"mr-software gbr,rolf westphalen",2014,1,0.0
msrx22,2017,1,0.0
mt worlds,2017,1,0.0
mtr,2017,1,0.0
mura interactive,2014,1,100.0
mura interactive,2016,1,0.0
"mwc,david j. franco",2017,2,50.0
machine 22,2013,2,50.0
machine 22,2015,1,0.0
machine 22,2016,2,0.0
machine games,2014,1,0.0
machine games,2017,3,0.0
machine1357,2016,1,0.0
machinegames,2015,1,0.0
machinespirit,2015,1,0.0
"machineman1357,phanom games",2015,1,0.0
"maciej targoni,michal pawlowski",2017,1,0.0
"maciej targoni,wojciech wasiak",2015,2,0.0
"maciej targoni,wojciech wasiak",2016,1,0.0
"mack media,caipirinha games,devq1",2015,1,0.0
"mad capacity,lrevg",2016,2,0.0
mad fellows,2017,1,0.0
mad goblin games,2015,1,0.0
mad head games,2016,5,20.0
mad head games,2017,7,0.0
"mad hunter studio,ehtechnology",2016,1,0.0
"mad hunter studio,ehtechnology",2017,1,0.0
mad mag store,2017,2,0.0
mad mimic,2017,1,0.0
mad orange,2013,1,0.0
mad otter games,1990,1,0.0
mad otter games,2014,1,100.0
mad ram software,2014,1,0.0
mad unicorn games,2016,1,0.0
mad unicorn games,2017,1,0.0
mad vulture games,2016,1,0.0
madgeargames,2017,2,0.0
madlab games,2017,1,0.0
madman theory games,2014,1,100.0
"madminute games,norbsoftdev",2006,1,0.0
madout games,2017,1,0.0
maddox games,1997,1,0.0
maddox games,1998,1,0.0
made of bits,2017,1,0.0
madeofdinosaurs,2017,1,0.0
madia entertainment,2005,1,0.0
madruga works,2015,1,0.0
magenta factory,2011,1,0.0
magenta factory,2017,1,0.0
"magenta factory,gustav yu",2017,1,0.0
"magenta factory,zix solutions",2017,1,0.0
"magenta factory,过路乐师a",2014,1,100.0
magesoft,2017,1,0.0
maggese,2017,1,0.0
maggie mclean,2015,1,0.0
magic dungeon studio,2017,1,0.0
magic item tech,2015,1,0.0
magic item tech,2017,1,0.0
magic notion,2015,1,0.0
magic pants,2015,1,0.0
magic pixel kft.,2016,39,0.0
magic pixel kft.,2017,11,0.0
magic sandbox,2016,1,0.0
magic and mirrors,2017,1,0.0
magicindie,2012,1,0.0
magicindie,2014,2,0.0
magicindie,2015,3,0.0
magicindie,2017,1,0.0
magical hackers,2015,1,0.0
magical hackers,2017,1,0.0
magicaltimebean,2011,1,0.0
magicaltimebean,2012,1,0.0
magicaltimebean,2014,1,0.0
magicbane,2013,1,0.0
magicbane,2015,1,0.0
magiko gaming,2014,1,0.0
magnetic realms,2014,1,0.0
magnetic realms,2015,1,0.0
"magnetic realms,bravewave",2015,1,0.0
magnitude 3,2014,1,0.0
magnolia art,2016,1,0.0
magnolia art,2017,1,0.0
magory.net,2016,2,0.0
mahdi bahrami,2017,1,0.0
"mahhaon horror, sun pixel",2017,1,0.0
"mahhaon,art-arcade,sun pixel",2016,1,0.0
maik goltz,2017,1,0.0
mail.ru games,2016,1,100.0
maithonis studios,2016,1,0.0
major games,2015,1,0.0
makivision games,2009,1,0.0
makivision games,2015,2,50.0
makivision games,2017,3,0.0
malfador machinations,2006,2,0.0
maltakreuz,2015,1,0.0
"maltakreuz,goodsir",2017,1,0.0
malzbie games,2017,3,33.33
man-eater games,2017,1,0.0
manbeardgames,2017,1,0.0
mana games,2009,1,0.0
mana games,2013,1,0.0
mana games,2015,1,0.0
mana games,2016,1,100.0
mana potion studios,2016,1,0.0
manavoid entertainment inc.,2016,2,0.0
mandlebar,2015,2,50.0
mando productions,2012,1,100.0
mandragora,2015,2,50.0
mandragora,2017,2,0.0
mango protocol,2015,1,0.0
mango protocol,2016,1,0.0
mango protocol,2017,2,0.0
mani kommoula,2017,1,100.0
manic game studios,2011,1,0.0
manic mind game lab,2016,1,0.0
manic mind game lab,2017,7,14.29
manifesto game studio,2015,1,0.0
manipulation machine,2016,1,100.0
mantis games,2017,2,0.0
"manuel pazos,daniel celemín",2016,2,100.0
manufacture 43,2017,1,0.0
manyland,2015,1,0.0
maple flag,2017,5,0.0
marafigogames,2017,1,0.0
marc-antoine jacob,2017,1,0.0
marcelo barbosa,2015,1,0.0
marcelo villarreal,2017,1,0.0
march entertainment,2013,1,0.0
marcin mikołajczyk,2017,1,0.0
marco amadei,2017,1,0.0
marco noordergraaf,2017,1,0.0
marco tancredi,2016,1,0.0
marcos dumont,2016,1,0.0
marcos rocha,2017,2,0.0
mariaglorum,2016,1,0.0
mariaglorum,2017,2,0.0
mariano larronde,2017,1,0.0
marie ronnaux games,2014,1,0.0
"mario von rickenbach,etter studio,tale of tales,cardboard computer,pol clarissou,katie rose pipkin,santa ragione",2016,1,100.0
"mario von rickenbach,michael frei",2015,1,0.0
"mario von rickenbach,playables",2016,1,0.0
mariusz gibas,2017,1,0.0
mark chong,2015,1,0.0
mark fassett,2017,1,0.0
mark france,2017,1,0.0
mark hagan,2017,1,0.0
mark healey,2005,1,0.0
mark sowders,2017,1,0.0
markus döbele,2015,1,0.0
markus fick,2015,1,0.0
markus zierhofer,2017,1,0.0
marmalade game studio ltd,2015,1,0.0
marmoset llc,2016,2,0.0
marsbound,2016,2,50.0
marshlight software,2017,1,0.0
martin cerdeira,2016,1,0.0
martin crownover,2017,1,0.0
martin helvig,2017,1,0.0
martin ivanov,2011,1,0.0
martin knopf,2017,1,0.0
martin mitov,2017,1,0.0
martin veilleux,2015,1,0.0
maru games,2017,1,0.0
maru project develop team,2017,1,0.0
marvelous inc.,2017,34,0.0
"marvelous, inc.",2016,1,0.0
marxnet,2015,1,100.0
"masangsoft, inc.",2014,1,100.0
maschinen-mensch,2015,1,0.0
maschinen-mensch,2016,1,0.0
mascot entertainment,2004,1,0.0
mascot entertainment,2008,1,0.0
mason lindroth,2015,1,0.0
mass creation,2016,1,0.0
massdigi,2017,1,0.0
"massive damage, inc.",2016,2,50.0
"massive damage, inc.",2017,3,0.0
massive entertainment,2000,1,0.0
massive entertainment,2004,1,0.0
massive entertainment,2016,11,0.0
massive entertainment,2017,1,0.0
master creating,2008,1,0.0
master key simulations,2017,1,0.0
master technologies,2015,1,0.0
mastfire studios pty ltd,2017,2,0.0
masthead studios ltd,2014,5,20.0
mateusz kulis,2016,1,0.0
mateusz kuliś,2016,1,0.0
"math nerd productions, llc",2015,1,0.0
mathias,2017,1,0.0
matouš lörinc,2017,1,0.0
matrix games,2012,1,0.0
matrix trains,2016,19,0.0
matrix trains,2017,20,0.0
matt crux,2016,1,0.0
matt dabrowski,2017,1,0.0
matt edzenga,2015,2,50.0
matt frank,2017,1,0.0
matt gadient,2015,2,50.0
matt glanville,2016,1,0.0
matt grimm,2015,1,100.0
matt hooper,2016,1,0.0
"matt kap,nicalis, inc.",2015,1,0.0
matt roszak,2010,1,100.0
matt roszak,2014,1,0.0
matt roszak,2015,1,0.0
matt thompson,2017,1,100.0
matt thorson,2014,1,0.0
matt thorson,2015,1,0.0
"matteo cillario,riccardo runci,niccolo' passeri,giulia sorrentino",2016,1,0.0
matterhorn software ltd,2016,1,0.0
matthew brown,2014,4,25.0
matthew brown,2015,2,50.0
matthew brown,2017,1,0.0
matthew coyle,2016,1,0.0
matthew giordano,2017,1,0.0
matthew jennings,2014,1,0.0
matthew kania,2016,1,0.0
matthew putnam,2017,1,0.0
matthew ritter,2015,1,0.0
matthew ritter,2016,1,0.0
matthew robinson,2016,1,0.0
matthew wester,2017,1,0.0
"matthew willis,jesse crespo",2017,1,0.0
matthew.p,2017,1,0.0
matthias magnussen,2016,1,0.0
mattis folkestad,2017,2,0.0
"mattrified games,point5projects",2017,1,0.0
maulidan games,2017,4,25.0
maurice pape,2014,1,0.0
mauro vos,2016,1,0.0
maus software,2006,1,0.0
mavenmob,2017,1,100.0
maverick game studio,2016,1,0.0
maverick games,2016,1,0.0
max,2016,1,0.0
max apps llc,2016,1,0.0
"max gaming technologies, llc",2014,1,0.0
max ll,2015,1,0.0
maxim moore,2015,1,100.0
"maxime cote,simon cote",2017,1,0.0
maxime vézina,2016,1,100.0
maximum games,2016,1,0.0
maximus.ez,2017,1,0.0
maxis™,2008,2,0.0
"maxwell volz,david zeiser",2017,1,100.0
"maxwolf,fox",2009,1,0.0
"maxwolf,fox",2015,1,0.0
"maxwolf,fox",2016,2,0.0
maya gameworks,2016,1,0.0
mayhem games usa,2015,2,0.0
mckay,2017,3,0.0
mcmagic productions,2015,2,0.0
medungeon ltd.,2015,1,0.0
"meadowlark science and education, llc",2017,1,0.0
mechabit ltd,2015,1,0.0
mechanical boss,2016,2,50.0
mechanical boss,2017,1,0.0
mechanical butterfly studios,2016,3,0.0
mechanical monocle,2017,1,0.0
mechanist games,2014,1,100.0
med-art,2012,1,0.0
media art,2017,1,0.0
"media impact co.,ltd",2016,1,100.0
mediaatlas,2016,1,0.0
mediaspark,2016,1,0.0
mediatonic,2011,1,0.0
mediatonic,2016,1,0.0
"mediatonic,flaming fowl studios",2017,1,0.0
"mediatonic,hato moa,the irregular corporation",2014,1,0.0
"mediatonic,the irregular corporation",2013,1,0.0
"mediatonic,the irregular corporation",2015,1,0.0
medis media,2017,1,0.0
meephead llc,2017,1,0.0
meepower,2016,1,0.0
meepower,2017,1,0.0
mega boss game studio,2016,1,0.0
mega crit games,2017,1,0.0
mega dwarf inc.,2016,1,0.0
megadev,2013,2,0.0
megastorm games,2016,1,0.0
megastorm games,2017,1,0.0
megawattsco,2016,1,0.0
mektek studios,2017,1,0.0
membraine studios,2015,1,0.0
memetic games,2013,1,0.0
memorazer production,2016,1,0.0
meow studios,2017,1,0.0
"mercury stone,angels blue digital entertainment,digitalez",2014,1,0.0
"mercury stone,angels blue digital entertainment,digitalez",2016,1,0.0
mercurysteam,2014,7,14.29
mercurysteam,2017,4,25.0
mercurysteam - climax studios,2013,1,0.0
merge heroes,2017,1,0.0
meridian'93,2015,4,0.0
meridian4,2008,1,0.0
meridian4,2009,1,0.0
meridian4,2015,1,0.0
merixgames,2016,1,0.0
merlin beer,2016,1,0.0
merriman games,2017,1,0.0
"merscom,babylon",2005,1,0.0
meshtools,2012,2,0.0
meshtools,2013,3,0.0
meshtools,2014,1,0.0
meshtools,2015,1,0.0
meshtools,2017,1,0.0
messhof,2014,1,0.0
messhof,2015,1,0.0
messhof,2017,2,0.0
messier games &amp; animations,2017,1,0.0
"metal fox,nullysun studio",2017,2,0.0
metalbear,2015,1,0.0
metalhead software inc.,2015,1,0.0
metamorf,2007,1,0.0
metamorphogames,2017,4,0.0
metanet software inc.,2016,1,0.0
"metaware limited, llc",2016,1,0.0
meteor shock,2015,1,0.0
meteoric games,2014,1,0.0
metropolis,1998,1,0.0
mexond,2016,2,0.0
mgaia studio,2017,1,0.0
mi'pu'mi games gmbh,2016,2,50.0
mi'pu'mi games gmbh,2017,2,0.0
mi-clos studio,2015,2,0.0
mia blais-côté,2017,5,0.0
mianwotu,2017,1,0.0
michael brough,2011,1,0.0
michael brough,2015,1,0.0
michael brough,2017,1,0.0
michael burns,2017,1,0.0
michael cox,2017,1,0.0
michael flynn,2015,3,0.0
michael flynn,2016,3,0.0
"michael flynn,elizabeth flynn",2015,4,0.0
"michael flynn,elizabeth flynn",2016,1,0.0
michael hall,2016,1,0.0
michael hobbs,2017,1,0.0
michael howard,2016,1,0.0
michael howard,2017,1,0.0
"michael j. moffitt,julian j. hammerstein",2015,1,0.0
michael jendryssek,2017,1,0.0
"michael kissinger,marco hulden,shaun egan,joshua marks,denys ovsiannykov",2014,1,100.0
michael klaus schmidt,2016,1,0.0
michael klaus schmidt,2017,4,25.0
michael lampel,2017,1,100.0
michael lückgen,2015,2,0.0
michael mccartney,2017,2,50.0
"michael porter,aaron smith,andrew thomas",2015,1,0.0
michael schade,2017,1,0.0
michael squirrel,2017,1,0.0
michael swan,2015,1,0.0
michael todd games,2013,2,0.0
michael todd games,2014,1,0.0
"michael todd games,yazar media group llc",2014,1,0.0
michael zahniser,2015,2,100.0
michaelarts,2015,1,0.0
michaela laws,2015,3,33.33
michaela laws,2016,2,0.0
michaela laws,2017,1,0.0
"michaela laws,christopher escalante",2015,1,0.0
"michaela laws,christopher escalante",2016,1,0.0
"michaela laws,ethan nakashima",2017,1,0.0
michal brzozowski,2015,1,0.0
michal kruba,2016,1,0.0
michal kuchárik,2017,1,0.0
michal pawlowski,2016,1,0.0
michal pawlowski,2017,1,0.0
michał głowacki,2016,1,0.0
michel barengo,2017,1,0.0
"microprose software, inc",1985,1,0.0
"microprose software, inc",1987,1,0.0
"microprose software, inc",1988,1,0.0
"microprose software, inc",1989,1,0.0
"microprose software, inc",1990,3,0.0
"microprose software, inc",1991,1,0.0
"microprose software, inc",1992,2,0.0
"microprose software, inc",1993,2,0.0
"microprose software, inc",1994,2,0.0
"microprose software, inc",1995,2,0.0
"microprose software, inc",1997,1,0.0
"microprose software, inc",1998,1,0.0
"microprose software, inc",2001,1,0.0
"microprose software, inc.",1991,1,0.0
"microprose software, inc.",1992,1,0.0
"microprose software, inc.",1994,1,0.0
microblast games,2014,4,25.0
microblast games,2015,1,0.0
microblast games,2016,4,0.0
microids,2001,3,0.0
microids,2002,2,0.0
microids,2004,1,0.0
microids,2005,2,0.0
microids,2009,1,0.0
microids,2011,1,0.0
microids,2014,3,0.0
microids,2017,3,0.0
microlith games,2017,2,0.0
microprose,1998,1,0.0
microprose,2000,1,0.0
micropsia games,2017,1,100.0
microsoft game studios,2006,1,0.0
microsoft game studios,2017,1,100.0
"midboss, llc.",2015,4,25.0
"midgar studio,fusty game",2017,1,0.0
midian design,2014,1,0.0
midian design,2017,1,0.0
midipixel,2017,1,0.0
midnart,2014,2,50.0
midnight games eirl,2016,1,0.0
"midnight oil games, llc",2015,1,0.0
midnight party,2016,1,0.0
"midnightcoffee, inc.",2017,1,0.0
"mido basim,danny wei",2015,1,0.0
miga,2017,1,100.0
might and delight,2012,1,0.0
might and delight,2013,1,0.0
might and delight,2014,1,0.0
might and delight,2015,5,0.0
might and delight,2016,7,0.0
might and delight,2017,2,0.0
mighty fox studio,2015,1,0.0
mighty mob games,2017,1,0.0
mighty pebble games inc,2017,1,0.0
mighty rabbit studios,2014,2,0.0
"mighty rabbit studios,gun media",2015,1,0.0
"mighty rabbit studios,gun.",2014,1,0.0
"mighty rabbit studios,relevant games",2014,2,0.0
mighty rocket studio,2013,1,0.0
"mighty studios, llc",2017,1,0.0
mightycodedragon,2017,2,0.0
migiha,2016,1,0.0
mihai morosanu,2016,7,0.0
mihai morosanu,2017,7,14.29
mihan0id,2016,1,0.0
mihan0id,2017,1,0.0
mika spin games,2016,1,0.0
mikael kinnander,2016,1,100.0
mike bushell,2017,1,100.0
mike keogh,2014,1,0.0
mike laraman,2017,1,0.0
mike studios,2017,1,0.0
mike wiering,2017,1,0.0
"mikeypoo's games,david szymanski",2016,1,0.0
"mikeypoo's games,roger levy",2015,1,0.0
mikhail melnikov,2017,5,0.0
mikhail ramanouski,2017,1,0.0
miki squadron project,2017,2,0.0
mikko nykyri,2016,1,0.0
mikołaj spychał,2017,1,0.0
"milan kazarka,jeroen van oosten",2015,4,0.0
"milan kazarka,jeroen van oosten",2016,2,0.0
milepost simulations,2014,1,0.0
milepost simulations,2015,1,0.0
milepost simulations,2016,1,0.0
milepost simulations,2017,2,0.0
milestone s.r.l.,2013,5,0.0
milestone s.r.l.,2014,9,11.11
milestone s.r.l.,2015,14,14.29
milestone s.r.l.,2016,27,3.7
milestone s.r.l.,2017,17,41.18
milieu,2014,1,0.0
military visualisations,2016,2,0.0
military visualizations,2016,1,0.0
military visualizations,2017,2,0.0
milkbag games,2017,1,0.0
milkstone studios,2014,3,0.0
milkstone studios,2016,1,0.0
milkstone studios,2017,7,0.0
milky tea studios,2015,1,100.0
millenium project enterprises,2001,1,100.0
millenway,2017,1,0.0
millia soft,2016,1,0.0
mimimi productions,2014,1,0.0
minmax games ltd.,2011,1,0.0
mind crew,2014,1,0.0
mind grown software,2017,1,0.0
mind leak,2017,1,0.0
mind over matter studios,2012,3,0.0
mind over matter studios,2013,2,0.0
"mind's eclipse interactive, llc",2018,1,100.0
mind's eye games,2016,1,0.0
mindark pe ab,2016,1,100.0
"mindblocks studio, llc",2015,1,0.0
"mindshaft games, llc",2016,1,0.0
mindwalker games,2017,1,0.0
minddesk software gmbh,2016,5,0.0
mindillusion,2017,1,0.0
mindmuscle games,2016,1,0.0
mindstorm studios,2009,1,0.0
mindtrick,2017,1,100.0
"mindware co.,ltd.",2014,1,0.0
"mindware co.,ltd.",2016,3,0.0
"mindware co.,ltd.",2017,2,0.0
mindware studios,2005,1,0.0
mindware studios,2007,1,0.0
"mine loader software co., ltd.",2013,9,0.0
mini it,2008,1,0.0
miniboss,2016,2,0.0
minivisions,2015,1,0.0
minicore studios,2014,1,0.0
minindustries game factory,2015,1,0.0
minion productions inc.,2016,1,0.0
minor faction,2017,1,0.0
minor key games,2012,1,100.0
minor key games,2013,1,0.0
minor key games,2014,2,50.0
minor key games,2015,3,33.33
minor key games,2016,3,0.0
minor key games,2017,3,0.0
minority media inc.,2013,2,0.0
minskworks,2016,1,0.0
mint age studios,2015,2,0.0
mintaka softworks,2016,1,0.0
miolhr sm,2016,1,0.0
mirabolis studios,2017,1,0.0
"miracle positive co., ltd.",2016,1,0.0
mirador studio,2017,1,0.0
mirball games,2013,1,0.0
mire studios,2016,1,0.0
miria studios,2016,1,100.0
mirillis,2014,1,0.0
mirinae,2016,1,100.0
